Id;FirstName;LastName;TeamName;TeamCode;TeamUri;Nationality;CountryCode;DateOfBirth;Status;PhotoUri;GeneralClassification;SprintClassification;MountainClassification;GeneralClassificationRank;YouthClassificationRank;SprintClassificationRank;MountainClassificationRank;CombativityClassificationRank;CombinedClassificationRank;IsWithdrawn;WithdrawalStageId;StageId;WithdrawalReason;YoungClassification
97;Mark;RENSHAW;TEAM DIMENSION DATA;DDD;http://fep-api.dimensiondata.com/v2/teams/982;Australia;AUS;1982-10-22T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3779/photo;NA;NA;NA;0;0;0;0;0;0;TRUE;202;0;HD;NA
98;Scott;THWAITES;TEAM DIMENSION DATA;DDD;http://fep-api.dimensiondata.com/v2/teams/982;United Kingdom;GBR;1990-02-12T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3780/photo;106, 03:15:12, 87:10:28;125, 2;NA;106;0;125;0;0;0;FALSE;0;0;NA;NA
99;Jacobus;VENTER;TEAM DIMENSION DATA;DDD;http://fep-api.dimensiondata.com/v2/teams/982;South Africa;RSA;1987-02-13T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3781/photo;157, 04:15:24, 88:10:40;NA;NA;157;0;0;0;0;0;FALSE;0;0;NA;NA
101;Marcel;KITTEL;QUICK - STEP FLOORS;QST;http://fep-api.dimensiondata.com/v2/teams/983;Germany;GER;1988-05-11T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3782/photo;NA;NA;NA;0;0;0;0;0;0;TRUE;210;0;AB;NA
102;Jack;BAUER;QUICK - STEP FLOORS;QST;http://fep-api.dimensiondata.com/v2/teams/983;New Zealand;NZL;1985-07-04T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3783/photo;107, 03:15:13, 87:10:29;39, 42;NA;107;0;39;0;0;0;FALSE;0;0;NA;NA
103;Gianluca;BRAMBILLA;QUICK - STEP FLOORS;QST;http://fep-api.dimensiondata.com/v2/teams/983;Italy;ITA;1987-08-22T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3784/photo;53, 02:06:57, 86:02:13;118, 4;NA;53;0;118;0;0;0;FALSE;0;0;NA;NA
104;Philippe;GILBERT;QUICK - STEP FLOORS;QST;http://fep-api.dimensiondata.com/v2/teams/983;Belgium;BEL;1982-07-05T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3785/photo;NA;NA;NA;0;0;0;0;0;0;TRUE;209;0;NP;NA
105;Daniel;MARTIN;QUICK - STEP FLOORS;QST;http://fep-api.dimensiondata.com/v2/teams/983;Ireland;IRL;1986-08-20T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3786/photo;6, 00:04:42, 83:59:58;9, 106;11, 29;6;0;9;11;0;0;FALSE;0;0;NA;NA
106;Fabio;SABATINI;QUICK - STEP FLOORS;QST;http://fep-api.dimensiondata.com/v2/teams/983;Italy;ITA;0001-01-01T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3787/photo;154, 04:10:25, 88:05:41;56, 25;NA;154;0;56;0;0;0;FALSE;0;0;NA;NA
107;Zdenek;STYBAR;QUICK - STEP FLOORS;QST;http://fep-api.dimensiondata.com/v2/teams/983;Czech Republic;CZE;1985-12-11T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3788/photo;102, 03:09:48, 87:05:04;38, 42;NA;102;0;38;0;0;0;FALSE;0;0;NA;NA
108;Matteo;TRENTIN;QUICK - STEP FLOORS;QST;http://fep-api.dimensiondata.com/v2/teams/983;Italy;ITA;1989-08-02T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3789/photo;NA;NA;NA;0;0;0;0;0;0;TRUE;202;0;HD;NA
109;Julien;VERMOTE;QUICK - STEP FLOORS;QST;http://fep-api.dimensiondata.com/v2/teams/983;Belgium;BEL;1989-07-26T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3790/photo;140, 03:51:38, 87:46:54;NA;NA;140;0;0;0;0;0;FALSE;0;0;NA;NA
111;Peter;SAGAN;BORA - HANSGROHE;BOH;http://fep-api.dimensiondata.com/v2/teams/984;Slovakia;SVK;1990-01-26T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3791/photo;NA;NA;NA;0;0;0;0;0;0;FALSE;0;0;NA;NA
112;Maciej;BODNAR;BORA - HANSGROHE;BOH;http://fep-api.dimensiondata.com/v2/teams/984;Poland;POL;1985-03-07T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3792/photo;116, 03:24:58, 87:20:14;28, 52;NA;116;0;28;0;0;0;FALSE;0;0;NA;NA
113;Emanuel;BUCHMANN;BORA - HANSGROHE;BOH;http://fep-api.dimensiondata.com/v2/teams/984;Germany;GER;1992-11-18T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3793/photo;15, 00:33:21, 84:28:37;119, 3;NA;15;3;119;0;0;0;FALSE;0;0;NA;3, 00:27:07, 84:28:37
114;Marcus;BURGHARDT;BORA - HANSGROHE;BOH;http://fep-api.dimensiondata.com/v2/teams/984;Germany;GER;1983-06-30T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3794/photo;128, 03:43:33, 87:38:49;NA;NA;128;0;0;0;0;0;FALSE;0;0;NA;NA
115;Rafal;MAJKA;BORA - HANSGROHE;BOH;http://fep-api.dimensiondata.com/v2/teams/984;Poland;POL;1989-09-12T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3795/photo;NA;NA;NA;0;0;0;0;0;0;TRUE;203;0;NP;NA
116;Jay;MC CARTHY;BORA - HANSGROHE;BOH;http://fep-api.dimensiondata.com/v2/teams/984;Australia;AUS;1992-08-09T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3796/photo;96, 03:05:13, 87:00:29;74, 17;NA;96;17;74;0;0;0;FALSE;0;0;NA;17, 02:58:59, 87:00:29
117;Pawel;POLJANSKI;BORA - HANSGROHE;BOH;http://fep-api.dimensiondata.com/v2/teams/984;Poland;POL;1990-06-05T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3797/photo;81, 02:53:42, 86:48:58;NA;NA;81;0;0;0;0;0;FALSE;0;0;NA;NA
118;Juraj;SAGAN;BORA - HANSGROHE;BOH;http://fep-api.dimensiondata.com/v2/teams/984;Slovakia;SVK;1988-12-23T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3798/photo;NA;NA;NA;0;0;0;0;0;0;TRUE;202;0;HD;NA
119;Rüdiger;SELIG;BORA - HANSGROHE;BOH;http://fep-api.dimensiondata.com/v2/teams/984;Germany;GER;1989-02-19T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3799/photo;165, 04:26:43, 88:21:59;36, 44;NA;165;0;36;0;0;0;FALSE;0;0;NA;NA
121;Tony;MARTIN;TEAM KATUSHA ALPECIN;KAT;http://fep-api.dimensiondata.com/v2/teams/970;Germany;GER;1985-04-23T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3800/photo;100, 03:08:13, 87:03:29;45, 32;NA;100;0;45;0;0;0;FALSE;0;0;NA;NA
122;Marco;HALLER;TEAM KATUSHA ALPECIN;KAT;http://fep-api.dimensiondata.com/v2/teams/970;Austria;AUT;1991-04-01T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3801/photo;155, 04:13:50, 88:09:06;68, 19;NA;155;0;68;0;0;0;FALSE;0;0;NA;NA
123;Reto;HOLLENSTEIN;TEAM KATUSHA ALPECIN;KAT;http://fep-api.dimensiondata.com/v2/teams/970;Switzerland;SUI;1985-08-22T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3802/photo;150, 04:03:45, 87:59:01;90, 13;NA;150;0;90;0;0;0;FALSE;0;0;NA;NA
124;Robert;KISERLOVSKI;TEAM KATUSHA ALPECIN;KAT;http://fep-api.dimensiondata.com/v2/teams/970;Croatia;CRO;1986-09-08T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3803/photo;31, 01:25:25, 85:20:41;NA;55, 1;31;0;0;55;0;0;FALSE;0;0;NA;NA
125;Alexander;KRISTOFF;TEAM KATUSHA ALPECIN;KAT;http://fep-api.dimensiondata.com/v2/teams/970;Norway;NOR;1987-07-05T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3804/photo;131, 03:45:40, 87:40:56;5, 158;NA;131;0;5;0;0;0;FALSE;0;0;NA;NA
126;Maurits;LAMMERTINK;TEAM KATUSHA ALPECIN;KAT;http://fep-api.dimensiondata.com/v2/teams/970;Netherlands;NED;1990-08-31T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3805/photo;75, 02:44:01, 86:39:17;104, 7;NA;75;0;104;0;0;0;FALSE;0;0;NA;NA
127;Tiago;MACHADO;TEAM KATUSHA ALPECIN;KAT;http://fep-api.dimensiondata.com/v2/teams/970;Portugal;POR;1985-10-18T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3806/photo;74, 02:43:36, 86:38:52;NA;NA;74;0;0;0;0;0;FALSE;0;0;NA;NA
128;Nils;POLITT;TEAM KATUSHA ALPECIN;KAT;http://fep-api.dimensiondata.com/v2/teams/970;Germany;GER;1994-03-06T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3807/photo;93, 03:03:28, 86:58:44;46, 31;43, 2;93;15;46;43;0;0;FALSE;0;0;NA;15, 02:57:14, 86:58:44
129;Rick;ZABEL ;TEAM KATUSHA ALPECIN;KAT;http://fep-api.dimensiondata.com/v2/teams/970;Germany;GER;1993-12-07T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3808/photo;143, 03:55:10, 87:50:26;89, 13;NA;143;23;89;0;0;0;FALSE;0;0;NA;23, 03:48:56, 87:50:26
131;André;GREIPEL;LOTTO SOUDAL;LTS;http://fep-api.dimensiondata.com/v2/teams/985;Germany;GER;1982-07-16T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3809/photo;149, 04:03:00, 87:58:16;2, 204;NA;149;0;2;0;0;0;FALSE;0;0;NA;NA
132;Lars Ytting;BAK;LOTTO SOUDAL;LTS;http://fep-api.dimensiondata.com/v2/teams/985;Denmark;DEN;1980-01-16T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3810/photo;122, 03:36:13, 87:31:29;NA;NA;122;0;0;0;0;0;FALSE;0;0;NA;NA
133;Tiesj;BENOOT;LOTTO SOUDAL;LTS;http://fep-api.dimensiondata.com/v2/teams/985;Belgium;BEL;0001-01-01T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3811/photo;20, 00:42:04, 84:37:20;25, 57;20, 15;20;4;25;20;0;0;FALSE;0;0;NA;4, 00:35:50, 84:37:20
134;Thomas;DE GENDT;LOTTO SOUDAL;LTS;http://fep-api.dimensiondata.com/v2/teams/985;Belgium;BEL;1986-11-06T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3812/photo;50, 02:04:45, 86:00:01;6, 146;3, 64;50;0;6;3;0;0;FALSE;0;0;NA;NA
135;Tony;GALLOPIN;LOTTO SOUDAL;LTS;http://fep-api.dimensiondata.com/v2/teams/985;France;FRA;1988-05-24T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3813/photo;21, 00:42:39, 84:37:55;11, 96;14, 23;21;0;11;14;0;0;FALSE;0;0;NA;NA
136;Adam;HANSEN;LOTTO SOUDAL;LTS;http://fep-api.dimensiondata.com/v2/teams/985;Australia;AUS;1981-05-11T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3814/photo;113, 03:22:31, 87:17:47;88, 13;NA;113;0;88;0;0;0;FALSE;0;0;NA;NA
137;Jurgen;ROELANDTS;LOTTO SOUDAL;LTS;http://fep-api.dimensiondata.com/v2/teams/985;Belgium;BEL;1985-07-02T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3815/photo;136, 03:47:20, 87:42:36;69, 18;NA;136;0;69;0;0;0;FALSE;0;0;NA;NA
138;Marcel;SIEBERG;LOTTO SOUDAL;LTS;http://fep-api.dimensiondata.com/v2/teams/985;Germany;GER;1982-04-30T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3816/photo;NA;NA;NA;0;0;0;0;0;0;TRUE;210;0;NP;NA
139;Tim;WELLENS;LOTTO SOUDAL;LTS;http://fep-api.dimensiondata.com/v2/teams/985;Belgium;BEL;1991-10-05T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3817/photo;NA;NA;NA;0;0;0;0;0;0;TRUE;208;0;AB;NA
141;Michael;MATTHEWS;TEAM SUNWEB;SUN;http://fep-api.dimensiondata.com/v2/teams/912;Australia;AUS;1990-09-26T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3818/photo;69, 02:36:36, 86:31:52;1, 364;16, 21;69;0;1;16;0;0;FALSE;0;0;NA;NA
142;Nikias;ARNDT;TEAM SUNWEB;SUN;http://fep-api.dimensiondata.com/v2/teams/912;Germany;GER;1991-11-18T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3819/photo;84, 02:54:54, 86:50:10;30, 52;NA;84;0;30;0;0;0;FALSE;0;0;NA;NA
143;WARREN;BARGUIL;TEAM SUNWEB;SUN;http://fep-api.dimensiondata.com/v2/teams/912;France;FRA;1991-10-28T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3820/photo;10, 00:09:25, 84:04:41;10, 100;1, 169;10;0;10;1;0;0;FALSE;0;0;NA;NA
144;Roy;CURVERS;TEAM SUNWEB;SUN;http://fep-api.dimensiondata.com/v2/teams/912;Netherlands;NED;1979-12-27T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3821/photo;141, 03:52:34, 87:47:50;112, 6;NA;141;0;112;0;0;0;FALSE;0;0;NA;NA
145;Simon;GESCHKE;TEAM SUNWEB;SUN;http://fep-api.dimensiondata.com/v2/teams/912;Germany;GER;1986-03-13T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3822/photo;61, 02:24:05, 86:19:21;51, 26;60, 1;61;0;51;60;0;0;FALSE;0;0;NA;NA
146;Ramon;SINKELDAM;TEAM SUNWEB;SUN;http://fep-api.dimensiondata.com/v2/teams/912;Netherlands;NED;1989-02-09T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3823/photo;148, 04:01:54, 87:57:10;70, 18;NA;148;0;70;0;0;0;FALSE;0;0;NA;NA
147;Laurens;TEN DAM;TEAM SUNWEB;SUN;http://fep-api.dimensiondata.com/v2/teams/912;Netherlands;NED;1980-11-13T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3824/photo;66, 02:30:04, 86:25:20;NA;NA;66;0;0;0;0;0;FALSE;0;0;NA;NA
148;Mike;TEUNISSEN;TEAM SUNWEB;SUN;http://fep-api.dimensiondata.com/v2/teams/912;Netherlands;NED;1992-08-25T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3825/photo;130, 03:43:52, 87:39:08;111, 6;NA;130;20;111;0;0;0;FALSE;0;0;NA;20, 03:37:38, 87:39:08
149;Albert;TIMMER;TEAM SUNWEB;SUN;http://fep-api.dimensiondata.com/v2/teams/912;Netherlands;NED;1985-06-13T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3826/photo;156, 04:14:43, 88:09:59;92, 11;NA;156;0;92;0;0;0;FALSE;0;0;NA;NA
151;Nacer;BOUHANNI;COFIDIS SOLUTIONS CREDITS;COF;http://fep-api.dimensiondata.com/v2/teams/986;France;FRA;1990-07-25T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3827/photo;139, 03:51:29, 87:46:45;18, 78;NA;139;0;18;0;0;0;FALSE;0;0;NA;NA
152;Dimitri;CLAEYS;COFIDIS SOLUTIONS CREDITS;COF;http://fep-api.dimensiondata.com/v2/teams/986;Belgium;BEL;1987-06-18T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3828/photo;163, 04:19:10, 88:14:26;NA;NA;163;0;0;0;0;0;FALSE;0;0;NA;NA
153;Nicolas;EDET;COFIDIS SOLUTIONS CREDITS;COF;http://fep-api.dimensiondata.com/v2/teams/986;France;FRA;1987-02-12T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3829/photo;76, 02:44:20, 86:39:36;66, 20;61, 1;76;0;66;61;0;0;FALSE;0;0;NA;NA
154;Christophe;LAPORTE;COFIDIS SOLUTIONS CREDITS;COF;http://fep-api.dimensiondata.com/v2/teams/986;France;FRA;1992-11-12T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3830/photo;133, 03:46:47, 87:42:03;77, 17;NA;133;21;77;0;0;0;FALSE;0;0;NA;21, 03:40:33, 87:42:03
155;Cyril;LEMOINE;COFIDIS SOLUTIONS CREDITS;COF;http://fep-api.dimensiondata.com/v2/teams/986;France;FRA;1983-03-03T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3831/photo;129, 03:43:45, 87:39:01;NA;NA;129;0;0;0;0;0;FALSE;0;0;NA;NA
156;Luis Angel;MATE MARDONES;COFIDIS SOLUTIONS CREDITS;COF;http://fep-api.dimensiondata.com/v2/teams/986;Spain;ESP;1984-03-23T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3832/photo;56, 02:15:28, 86:10:44;NA;NA;56;0;0;0;0;0;FALSE;0;0;NA;NA
157;Daniel;NAVARRO;COFIDIS SOLUTIONS CREDITS;COF;http://fep-api.dimensiondata.com/v2/teams/986;Spain;ESP;1983-07-18T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3833/photo;28, 01:14:35, 85:09:51;59, 23;18, 19;28;0;59;18;0;0;FALSE;0;0;NA;NA
158;Florian;SENECHAL;COFIDIS SOLUTIONS CREDITS;COF;http://fep-api.dimensiondata.com/v2/teams/986;France;FRA;1993-10-07T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3834/photo;159, 04:17:12, 88:12:28;NA;NA;159;26;0;0;0;0;FALSE;0;0;NA;26, 04:10:58, 88:12:28
159;Julien;SIMON;COFIDIS SOLUTIONS CREDITS;COF;http://fep-api.dimensiondata.com/v2/teams/986;France;FRA;1985-04-10T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3835/photo;117, 03:29:21, 87:24:37;82, 15;32, 7;117;0;82;32;0;0;FALSE;0;0;NA;NA
161;Robert;GESINK;TEAM LOTTO NL - JUMBO;TLJ;http://fep-api.dimensiondata.com/v2/teams/987;Netherlands;NED;1986-05-31T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3836/photo;NA;NA;NA;0;0;0;0;0;0;TRUE;202;0;AB;NA
162;George;BENNETT;TEAM LOTTO NL - JUMBO;TLJ;http://fep-api.dimensiondata.com/v2/teams/987;New Zealand;NZL;1990-07-04T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3837/photo;NA;NA;NA;0;0;0;0;0;0;TRUE;209;0;AB;NA
163;Dylan;GROENEWEGEN;TEAM LOTTO NL - JUMBO;TLJ;http://fep-api.dimensiondata.com/v2/teams/987;Netherlands;NED;1993-06-21T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3838/photo;158, 04:16:12, 88:11:28;13, 94;NA;158;25;13;0;0;0;FALSE;0;0;NA;25, 04:09:58, 88:11:28
164;Thomas;LEEZER;TEAM LOTTO NL - JUMBO;TLJ;http://fep-api.dimensiondata.com/v2/teams/987;Netherlands;NED;1985-12-26T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3839/photo;166, 04:30:16, 88:25:32;NA;NA;166;0;0;0;0;0;FALSE;0;0;NA;NA
165;Paul;MARTENS;TEAM LOTTO NL - JUMBO;TLJ;http://fep-api.dimensiondata.com/v2/teams/987;Germany;GER;1983-10-26T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3840/photo;80, 02:49:22, 86:44:38;124, 2;NA;80;0;124;0;0;0;FALSE;0;0;NA;NA
166;Primoz;ROGLIC;TEAM LOTTO NL - JUMBO;TLJ;http://fep-api.dimensiondata.com/v2/teams/987;Slovenia;SLO;1989-10-29T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3841/photo;38, 01:39:49, 85:35:05;31, 51;2, 80;38;0;31;2;0;0;FALSE;0;0;NA;NA
167;Timo;ROOSEN;TEAM LOTTO NL - JUMBO;TLJ;http://fep-api.dimensiondata.com/v2/teams/987;Netherlands;NED;1993-01-11T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3842/photo;NA;NA;NA;0;0;0;0;0;0;TRUE;212;0;AB;NA
168;Jos;VAN EMDEN;TEAM LOTTO NL - JUMBO;TLJ;http://fep-api.dimensiondata.com/v2/teams/987;Netherlands;NED;1985-02-18T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3843/photo;NA;NA;NA;0;0;0;0;0;0;TRUE;202;0;AB;NA
169;Robert;WAGNER;TEAM LOTTO NL - JUMBO;TLJ;http://fep-api.dimensiondata.com/v2/teams/987;Germany;GER;1983-04-17T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3844/photo;164, 04:24:13, 88:19:29;NA;NA;164;0;0;0;0;0;FALSE;0;0;NA;NA
171;Thomas;VOECKLER;DIRECT ENERGIE;DEN;http://fep-api.dimensiondata.com/v2/teams/988;France;FRA;1979-06-22T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3845/photo;85, 02:55:13, 86:50:29;60, 23;47, 2;85;0;60;47;0;0;FALSE;0;0;NA;NA
172;Thomas;BOUDAT;DIRECT ENERGIE;DEN;http://fep-api.dimensiondata.com/v2/teams/988;France;FRA;1994-02-24T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3846/photo;142, 03:53:08, 87:48:24;50, 26;NA;142;22;50;0;0;0;FALSE;0;0;NA;22, 03:46:54, 87:48:24
173;Lilian;CALMEJANE;DIRECT ENERGIE;DEN;http://fep-api.dimensiondata.com/v2/teams/988;France;FRA;1992-12-06T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3847/photo;35, 01:35:16, 85:30:32;14, 88;22, 11;35;7;14;22;0;0;FALSE;0;0;NA;7, 01:29:02, 85:30:32
174;Sylvain;CHAVANEL;DIRECT ENERGIE;DEN;http://fep-api.dimensiondata.com/v2/teams/988;France;FRA;1979-06-30T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3848/photo;25, 01:04:22, 84:59:38;24, 57;54, 1;25;0;24;54;0;0;FALSE;0;0;NA;NA
175;Yohann;GENE;DIRECT ENERGIE;DEN;http://fep-api.dimensiondata.com/v2/teams/988;France;FRA;1981-06-25T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3849/photo;134, 03:47:08, 87:42:24;84, 15;NA;134;0;84;0;0;0;FALSE;0;0;NA;NA
176;Adrien;PETIT;DIRECT ENERGIE;DEN;http://fep-api.dimensiondata.com/v2/teams/988;France;FRA;1990-09-26T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3850/photo;126, 03:41:34, 87:36:50;62, 21;NA;126;0;62;0;0;0;FALSE;0;0;NA;NA
177;Perrig;QUEMENEUR;DIRECT ENERGIE;DEN;http://fep-api.dimensiondata.com/v2/teams/988;France;FRA;1984-04-26T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3851/photo;105, 03:14:24, 87:09:40;80, 15;41, 2;105;0;80;41;0;0;FALSE;0;0;NA;NA
178;Romain;SICARD;DIRECT ENERGIE;DEN;http://fep-api.dimensiondata.com/v2/teams/988;France;FRA;1988-01-01T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3852/photo;65, 02:29:46, 86:25:02;52, 26;26, 10;65;0;52;26;0;0;FALSE;0;0;NA;NA
179;ANGÉLO;TULIK;DIRECT ENERGIE;DEN;http://fep-api.dimensiondata.com/v2/teams/988;France;FRA;1990-12-02T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3853/photo;88, 02:56:27, 86:51:43;NA;NA;88;0;0;0;0;0;FALSE;0;0;NA;NA
181;Pierre;ROLLAND;CANNONDALE DRAPAC PROFESSIONAL CYCLING TEAM;CDT;http://fep-api.dimensiondata.com/v2/teams/989;France;FRA;1986-10-10T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3854/photo;54, 02:10:23, 86:05:39;NA;58, 1;54;0;0;58;0;0;FALSE;0;0;NA;NA
182;Alberto;BETTIOL;CANNONDALE DRAPAC PROFESSIONAL CYCLING TEAM;CDT;http://fep-api.dimensiondata.com/v2/teams/989;Italy;ITA;1993-10-29T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3855/photo;91, 02:57:56, 86:53:12;73, 17;NA;91;14;73;0;0;0;FALSE;0;0;NA;14, 02:51:42, 86:53:12
183;Patrick;BEVIN;CANNONDALE DRAPAC PROFESSIONAL CYCLING TEAM;CDT;http://fep-api.dimensiondata.com/v2/teams/989;New Zealand;NZL;1991-02-15T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3856/photo;114, 03:23:00, 87:18:16;NA;NA;114;0;0;0;0;0;FALSE;0;0;NA;NA
184;Nathan;BROWN;CANNONDALE DRAPAC PROFESSIONAL CYCLING TEAM;CDT;http://fep-api.dimensiondata.com/v2/teams/989;United States;USA;1991-07-07T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3857/photo;43, 01:57:52, 85:53:08;67, 19;38, 3;43;0;67;38;0;0;FALSE;0;0;NA;NA
185;Simon;CLARKE;CANNONDALE DRAPAC PROFESSIONAL CYCLING TEAM;CDT;http://fep-api.dimensiondata.com/v2/teams/989;Australia;AUS;1986-07-18T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3858/photo;87, 02:55:27, 86:50:43;NA;NA;87;0;0;0;0;0;FALSE;0;0;NA;NA
186;Taylor;PHINNEY;CANNONDALE DRAPAC PROFESSIONAL CYCLING TEAM;CDT;http://fep-api.dimensiondata.com/v2/teams/989;United States;USA;1990-06-27T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3859/photo;161, 04:18:15, 88:13:31;63, 21;42, 2;161;0;63;42;0;0;FALSE;0;0;NA;NA
187;Andrew;TALANSKY;CANNONDALE DRAPAC PROFESSIONAL CYCLING TEAM;CDT;http://fep-api.dimensiondata.com/v2/teams/989;United States;USA;1988-11-23T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3860/photo;49, 02:03:27, 85:58:43;NA;57, 1;49;0;0;57;0;0;FALSE;0;0;NA;NA
188;Rigoberto;URAN URAN;CANNONDALE DRAPAC PROFESSIONAL CYCLING TEAM;CDT;http://fep-api.dimensiondata.com/v2/teams/989;Colombia;COL;1987-01-26T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3861/photo;2, 00:00:54, 83:56:10;8, 106;13, 26;2;0;8;13;0;0;FALSE;0;0;NA;NA
189;Dylan;VAN BAARLE;CANNONDALE DRAPAC PROFESSIONAL CYCLING TEAM;CDT;http://fep-api.dimensiondata.com/v2/teams/989;Netherlands;NED;1992-05-21T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3862/photo;77, 02:47:11, 86:42:27;47, 28;37, 4;77;10;47;37;0;0;FALSE;0;0;NA;10, 02:40:57, 86:42:27
191;Jon;IZAGUIRRE INSAUSTI;BAHRAIN - MERIDA;TBM;http://fep-api.dimensiondata.com/v2/teams/934;Spain;ESP;1989-02-04T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3863/photo;NA;NA;NA;0;0;0;0;0;0;TRUE;194;0;AB;NA
192;Yukiya;ARASHIRO;BAHRAIN - MERIDA;TBM;http://fep-api.dimensiondata.com/v2/teams/934;Japan;JPN;1984-09-22T00:00:00;83;http://fep-api.dimensiondata.com/v2/rider/3864/photo;109, 03:18:16, 87:13:32;NA;NA;109;0;0;0;0;0;FALSE;0;0;NA;NA
